Organism,Country,Year,ARIMA_Forecast_%,ARIMA_CI_Lower_%,ARIMA_CI_Upper_%,Prophet_Forecast_%,Prophet_CI_Lower_%,Prophet_CI_Upper_%,Model_Agreement,Ensemble_Mean_%
Staphylococcus aureus,Taiwan,2026.0,22.9,0.0,53.08,54.34,36.7,71.03,DISAGREE,38.62
Staphylococcus aureus,Taiwan,2027.0,22.9,0.0,61.92,56.97,39.09,74.93,DISAGREE,39.94
Staphylococcus aureus,Taiwan,2028.0,22.9,0.0,69.1,59.59,42.69,77.12,DISAGREE,41.24
Staphylococcus aureus,Taiwan,2029.0,22.9,0.0,75.31,62.22,47.36,81.55,DISAGREE,42.56
Staphylococcus aureus,Taiwan,2030.0,22.9,0.0,80.86,64.85,47.55,82.06,DISAGREE,43.88
Staphylococcus aureus,Turkey,2025.0,0.0,0.0,16.66,9.94,0.41,18.57,AGREE,4.97
Staphylococcus aureus,Turkey,2026.0,0.0,0.0,20.43,10.4,1.46,19.99,DISAGREE,5.2
Staphylococcus aureus,Turkey,2027.0,0.0,0.0,24.55,10.86,2.27,19.63,DISAGREE,5.43
Staphylococcus aureus,Turkey,2028.0,0.0,0.0,24.55,11.31,2.34,20.5,DISAGREE,5.66
Staphylococcus aureus,Turkey,2029.0,0.0,0.0,24.55,11.77,3.21,22.45,DISAGREE,5.88
Staphylococcus aureus,Turkey,2030.0,0.0,0.0,24.55,12.23,2.51,20.57,DISAGREE,6.12
Staphylococcus aureus,United Kingdom,2025.0,5.85,0.0,27.64,7.6,0.0,23.09,AGREE,6.72
Staphylococcus aureus,United Kingdom,2026.0,7.21,0.0,38.87,7.57,0.0,24.21,AGREE,7.39
Staphylococcus aureus,United Kingdom,2027.0,7.21,0.0,39.31,7.54,0.0,24.63,AGREE,7.38
Staphylococcus aureus,United Kingdom,2028.0,7.21,0.0,39.74,7.51,0.0,25.64,AGREE,7.36
Staphylococcus aureus,United Kingdom,2029.0,7.21,0.0,40.17,7.48,0.0,22.42,AGREE,7.35
Staphylococcus aureus,United Kingdom,2030.0,7.21,0.0,40.59,7.45,0.0,23.23,AGREE,7.33
Staphylococcus aureus,United States,2025.0,28.55,8.99,48.11,35.0,25.38,44.89,AGREE,31.78
Staphylococcus aureus,United States,2026.0,28.84,8.35,49.33,36.98,27.04,47.24,AGREE,32.91
Staphylococcus aureus,United States,2027.0,28.84,5.81,51.87,38.96,29.63,48.48,DISAGREE,33.9
Staphylococcus aureus,United States,2028.0,28.84,3.52,54.16,40.94,31.36,50.16,DISAGREE,34.89
Staphylococcus aureus,United States,2029.0,28.84,1.43,56.25,42.93,32.66,51.63,DISAGREE,35.88
Staphylococcus aureus,United States,2030.0,28.84,0.0,58.2,44.91,35.78,54.02,DISAGREE,36.88
Staphylococcus epidermidis,Belgium,2025.0,65.84,47.75,83.93,93.44,74.14,100.0,DISAGREE,79.64
Staphylococcus epidermidis,Belgium,2026.0,70.38,44.42,96.35,98.36,79.09,100.0,DISAGREE,84.37
Staphylococcus epidermidis,Belgium,2027.0,70.38,44.22,96.55,100.0,84.64,100.0,DISAGREE,85.19
Staphylococcus epidermidis,Belgium,2028.0,70.38,44.02,96.75,100.0,88.95,100.0,DISAGREE,85.19
Staphylococcus epidermidis,Belgium,2029.0,70.38,43.82,96.95,100.0,92.67,100.0,DISAGREE,85.19
Staphylococcus epidermidis,Belgium,2030.0,70.38,43.62,97.15,100.0,98.9,100.0,DISAGREE,85.19
Staphylococcus epidermidis,France,2025.0,79.26,33.27,100.0,83.24,56.95,100.0,AGREE,81.25
Staphylococcus epidermidis,France,2026.0,85.19,39.16,100.0,89.35,65.52,100.0,AGREE,87.27
Staphylococcus epidermidis,France,2027.0,92.46,45.9,100.0,95.46,73.59,100.0,AGREE,93.96
Staphylococcus epidermidis,France,2028.0,100.0,53.17,100.0,100.0,76.94,100.0,AGREE,100.0
Staphylococcus epidermidis,France,2029.0,100.0,61.02,100.0,100.0,86.23,100.0,AGREE,100.0
Staphylococcus epidermidis,France,2030.0,100.0,69.49,100.0,100.0,89.82,100.0,AGREE,100.0
Staphylococcus epidermidis,Germany,2025.0,66.84,49.75,83.94,59.54,42.73,76.05,AGREE,63.19
Staphylococcus epidermidis,Germany,2026.0,53.6,30.28,76.92,63.2,46.63,78.23,AGREE,58.4
Staphylococcus epidermidis,Germany,2027.0,66.3,37.35,95.26,66.85,51.83,81.09,AGREE,66.57
Staphylococcus epidermidis,Germany,2028.0,54.12,21.08,87.16,70.51,53.52,84.89,DISAGREE,62.32
Staphylococcus epidermidis,Germany,2029.0,65.81,28.6,100.0,74.18,58.56,88.37,AGREE,70.0
Staphylococcus epidermidis,Germany,2030.0,54.59,14.1,95.08,77.84,63.55,93.82,DISAGREE,66.22
Staphylococcus epidermidis,Italy,2025.0,65.05,32.85,97.26,85.72,72.55,99.48,DISAGREE,75.38
Staphylococcus epidermidis,Italy,2026.0,63.57,22.35,100.0,92.33,79.47,100.0,DISAGREE,77.95
Staphylococcus epidermidis,Italy,2027.0,63.57,12.62,100.0,98.94,85.45,100.0,DISAGREE,81.26
Staphylococcus epidermidis,Italy,2028.0,63.57,4.47,100.0,100.0,92.99,100.0,DISAGREE,81.78
Staphylococcus epidermidis,Italy,2029.0,63.57,0.0,100.0,100.0,97.97,100.0,DISAGREE,81.78
Staphylococcus epidermidis,Italy,2030.0,63.57,0.0,100.0,100.0,100.0,100.0,DISAGREE,81.78
Staphylococcus epidermidis,Spain,2025.0,82.64,43.47,100.0,89.37,65.67,100.0,AGREE,86.0
Staphylococcus epidermidis,Spain,2026.0,86.16,43.99,100.0,95.33,73.67,100.0,AGREE,90.74
Staphylococcus epidermidis,Spain,2027.0,91.79,49.14,100.0,100.0,80.29,100.0,AGREE,95.9
Staphylococcus epidermidis,Spain,2028.0,97.78,54.61,100.0,100.0,85.85,100.0,AGREE,98.89
Staphylococcus epidermidis,Spain,2029.0,100.0,60.4,100.0,100.0,89.36,100.0,AGREE,100.0
Staphylococcus epidermidis,Spain,2030.0,100.0,66.54,100.0,100.0,94.85,100.0,AGREE,100.0
Staphylococcus epidermidis,United States,2025.0,61.89,43.03,80.75,50.77,40.35,61.65,DISAGREE,56.33
Staphylococcus epidermidis,United States,2026.0,59.7,35.31,84.09,48.79,38.06,58.81,DISAGREE,54.24
Staphylococcus epidermidis,United States,2027.0,59.7,34.34,85.06,46.82,36.91,58.47,DISAGREE,53.26
Staphylococcus epidermidis,United States,2028.0,59.7,33.41,85.99,44.84,33.89,55.75,DISAGREE,52.27
Staphylococcus epidermidis,United States,2029.0,59.7,32.51,86.89,42.86,32.19,52.96,DISAGREE,51.28
Staphylococcus epidermidis,United States,2030.0,59.7,31.64,87.76,40.89,30.67,51.96,DISAGREE,50.3
Streptococcus pneumoniae,Australia,2025.0,0.0,0.0,11.05,5.93,0.0,13.16,AGREE,2.96
Streptococcus pneumoniae,Australia,2026.0,47.38,27.54,67.22,6.03,0.0,14.37,DISAGREE,26.7
Streptococcus pneumoniae,Australia,2027.0,0.0,0.0,0.0,6.14,0.0,13.8,AGREE,3.07
Streptococcus pneumoniae,Australia,2028.0,78.31,50.9,100.0,6.24,0.06,14.15,DISAGREE,42.28
Streptococcus pneumoniae,Australia,2029.0,0.0,0.0,0.0,6.34,0.0,13.11,AGREE,3.17
Streptococcus pneumoniae,Australia,2030.0,100.0,100.0,100.0,6.45,0.0,13.77,DISAGREE,53.22
Streptococcus pneumoniae,Belgium,2025.0,11.63,4.46,18.81,7.9,0.0,16.67,AGREE,9.76
Streptococcus pneumoniae,Belgium,2026.0,17.56,9.87,25.24,7.98,0.0,16.69,AGREE,12.77
Streptococcus pneumoniae,Belgium,2027.0,17.56,5.88,29.23,8.07,0.0,16.62,AGREE,12.82
Streptococcus pneumoniae,Belgium,2028.0,17.56,2.94,32.17,8.15,0.0,16.43,AGREE,12.86
Streptococcus pneumoniae,Belgium,2029.0,17.56,0.5,34.61,8.23,0.0,16.27,AGREE,12.9
Streptococcus pneumoniae,Belgium,2030.0,17.56,0.0,36.75,8.31,0.0,17.45,AGREE,12.93
Streptococcus pneumoniae,Canada,2025.0,3.09,0.0,14.3,9.71,1.21,17.59,AGREE,6.4
Streptococcus pneumoniae,Canada,2026.0,5.61,0.0,17.76,9.92,1.83,17.79,AGREE,7.76
Streptococcus pneumoniae,Canada,2027.0,5.36,0.0,17.5,10.13,1.94,19.15,AGREE,7.75
Streptococcus pneumoniae,Canada,2028.0,5.13,0.0,17.26,10.34,1.97,18.58,AGREE,7.74
Streptococcus pneumoniae,Canada,2029.0,4.9,0.0,17.03,10.55,2.2,18.16,AGREE,7.72
Streptococcus pneumoniae,Canada,2030.0,4.68,0.0,16.81,10.76,2.76,18.6,AGREE,7.72
Streptococcus pneumoniae,Croatia,2025.0,7.52,0.0,26.4,5.22,0.0,15.42,AGREE,6.37
Streptococcus pneumoniae,Croatia,2026.0,6.15,0.0,25.09,4.1,0.0,13.59,AGREE,5.12
Streptococcus pneumoniae,Croatia,2027.0,5.42,0.0,25.3,2.99,0.0,12.52,AGREE,4.2
Streptococcus pneumoniae,Croatia,2028.0,5.02,0.0,26.69,1.87,0.0,10.65,AGREE,3.44
Streptococcus pneumoniae,Croatia,2029.0,4.8,0.0,28.66,0.76,0.0,10.2,AGREE,2.78
Streptococcus pneumoniae,Croatia,2030.0,4.68,0.0,30.84,0.0,0.0,8.93,AGREE,2.34
Streptococcus pneumoniae,France,2025.0,20.29,3.1,37.49,20.67,6.38,35.36,AGREE,20.48
Streptococcus pneumoniae,France,2026.0,22.19,3.68,40.69,20.38,7.58,34.74,AGREE,21.28
Streptococcus pneumoniae,France,2027.0,22.19,3.68,40.69,20.08,5.4,32.34,AGREE,21.14
Streptococcus pneumoniae,France,2028.0,22.19,3.68,40.69,19.79,6.72,33.39,AGREE,20.99
Streptococcus pneumoniae,France,2029.0,22.19,3.68,40.69,19.49,4.34,33.2,AGREE,20.84
Streptococcus pneumoniae,France,2030.0,22.19,3.68,40.69,19.2,5.87,34.4,AGREE,20.7
Streptococcus pneumoniae,Germany,2025.0,5.6,0.57,10.62,1.73,0.0,5.98,AGREE,3.66
Streptococcus pneumoniae,Germany,2026.0,5.38,0.36,10.4,1.58,0.0,5.11,AGREE,3.48
Streptococcus pneumoniae,Germany,2027.0,3.77,0.0,10.69,1.43,0.0,5.39,AGREE,2.6
Streptococcus pneumoniae,Germany,2028.0,2.65,0.0,10.33,1.29,0.0,5.07,AGREE,1.97
Streptococcus pneumoniae,Germany,2029.0,1.86,0.0,9.89,1.14,0.0,4.9,AGREE,1.5
Streptococcus pneumoniae,Germany,2030.0,1.3,0.0,9.5,0.99,0.0,4.73,AGREE,1.14
Streptococcus pneumoniae,Israel,2025.0,0.44,0.0,11.03,14.27,5.72,24.61,DISAGREE,7.36
Streptococcus pneumoniae,Israel,2026.0,0.0,0.0,10.42,14.45,4.93,24.77,DISAGREE,7.22
Streptococcus pneumoniae,Israel,2027.0,0.0,0.0,10.05,14.62,5.57,23.21,DISAGREE,7.31
Streptococcus pneumoniae,Israel,2028.0,0.0,0.0,9.87,14.79,5.32,24.77,DISAGREE,7.4
Streptococcus pneumoniae,Israel,2029.0,0.0,0.0,9.82,14.96,5.48,24.2,DISAGREE,7.48
Streptococcus pneumoniae,Israel,2030.0,0.0,0.0,9.86,15.14,5.87,24.11,DISAGREE,7.57
Streptococcus pneumoniae,Italy,2025.0,8.92,0.0,20.84,9.01,1.81,15.91,AGREE,8.96
Streptococcus pneumoniae,Italy,2026.0,9.56,0.0,21.68,9.09,2.17,16.23,AGREE,9.32
Streptococcus pneumoniae,Italy,2027.0,9.77,0.0,21.92,9.18,2.03,16.7,AGREE,9.48
Streptococcus pneumoniae,Italy,2028.0,9.99,0.0,22.16,9.26,2.13,16.63,AGREE,9.62
Streptococcus pneumoniae,Italy,2029.0,10.21,0.0,22.4,9.35,2.35,16.68,AGREE,9.78
Streptococcus pneumoniae,Italy,2030.0,10.44,0.0,22.66,9.44,2.46,17.03,AGREE,9.94
Streptococcus pneumoniae,Portugal,2025.0,8.85,0.0,21.33,12.44,5.54,19.66,AGREE,10.64
Streptococcus pneumoniae,Portugal,2026.0,8.85,0.0,21.33,12.93,6.13,19.53,AGREE,10.89
Streptococcus pneumoniae,Portugal,2027.0,8.85,0.0,21.33,13.41,6.33,20.58,AGREE,11.13
Streptococcus pneumoniae,Portugal,2028.0,8.85,0.0,21.33,13.9,6.46,20.67,AGREE,11.38
Streptococcus pneumoniae,Portugal,2029.0,8.85,0.0,21.33,14.39,7.27,21.86,AGREE,11.62
Streptococcus pneumoniae,Portugal,2030.0,8.85,0.0,21.33,14.87,8.07,22.4,AGREE,11.86
Streptococcus pneumoniae,Spain,2025.0,11.98,0.87,23.09,11.43,4.38,19.29,AGREE,11.7
Streptococcus pneumoniae,Spain,2026.0,12.24,1.13,23.35,11.1,4.03,19.05,AGREE,11.67
Streptococcus pneumoniae,Spain,2027.0,12.07,0.97,23.18,10.76,2.97,18.03,AGREE,11.42
Streptococcus pneumoniae,Spain,2028.0,11.91,0.81,23.01,10.43,2.44,18.5,AGREE,11.17
Streptococcus pneumoniae,Spain,2029.0,11.74,0.65,22.84,10.1,2.66,17.66,AGREE,10.92
Streptococcus pneumoniae,Spain,2030.0,11.58,0.49,22.67,9.76,2.94,17.48,AGREE,10.67
Streptococcus pneumoniae,United Kingdom,2025.0,0.0,0.0,2.85,0.08,0.0,1.86,AGREE,0.04
Streptococcus pneumoniae,United Kingdom,2026.0,0.0,0.0,2.85,0.0,0.0,1.9,AGREE,0.0
Streptococcus pneumoniae,United Kingdom,2027.0,0.0,0.0,2.85,0.0,0.0,1.75,AGREE,0.0
Streptococcus pneumoniae,United Kingdom,2028.0,0.0,0.0,2.85,0.0,0.0,1.71,AGREE,0.0
Streptococcus pneumoniae,United Kingdom,2029.0,0.0,0.0,2.85,0.0,0.0,1.67,AGREE,0.0
Streptococcus pneumoniae,United Kingdom,2030.0,0.0,0.0,2.85,0.0,0.0,1.3,AGREE,0.0
Streptococcus pneumoniae,United States,2025.0,15.41,5.27,25.54,11.34,4.36,17.8,AGREE,13.38
Streptococcus pneumoniae,United States,2026.0,12.22,1.53,22.91,11.1,4.64,17.78,AGREE,11.66
Streptococcus pneumoniae,United States,2027.0,12.11,1.42,22.79,10.85,4.19,17.84,AGREE,11.48
Streptococcus pneumoniae,United States,2028.0,11.99,1.31,22.67,10.61,3.67,16.77,AGREE,11.3
Streptococcus pneumoniae,United States,2029.0,11.88,1.21,22.55,10.37,3.51,16.42,AGREE,11.12
Streptococcus pneumoniae,United States,2030.0,11.77,1.1,22.43,10.12,3.59,16.98,AGREE,10.94
